"Year","Age","Female1","Male1","Total1"
2008,39,44235,43676,87911
2008,40,41348,40757,82105
2008,41,42576,41497,84073
2008,42,41762,41145,82907
2008,43,41096,40416,81512
2008,44,40013,38863,78876
2008,45,40433,38530,78963
2008,46,40265,38117,78382
2008,47,41683,39408,81091
2008,48,40320,38121,78441
2008,49,39877,37572,77449
2008,50,39393,36941,76334
2008,51,39108,36662,75770
2008,52,39815,36967,76782
2008,53,38530,35801,74331
2008,54,39098,36203,75301
2008,55,39211,36522,75733
2008,56,39102,36091,75193
2008,57,38398,35573,73971
2008,58,34721,31773,66494
2008,59,34490,31578,66068
2008,60,37824,34041,71865
2008,61,34107,31051,65158
2008,62,27039,24818,51857
2008,63,22856,21195,44051
2008,64,20242,18237,38479
2008,65,19655,17088,36743
2008,66,20759,18070,38829
2008,67,21723,18359,40082
2008,68,21651,18452,40103
2008,69,22962,18919,41881
2008,70,23307,19036,42343
2008,71,21260,17408,38668
2008,72,19755,16126,35881
2008,73,18537,14863,33400
2008,74,17408,13593,31001
2008,75,18419,13799,32218
2008,76,16010,12392,28402
2008,77,17480,13002,30482
2008,78,15831,11277,27108
2008,79,15845,10856,26701
2008,80,14292,9680,23972
2008,81,14540.99,9487.59,24028.58
2008,82,14275.05,8834.47,23109.52
2008,83,13381.54,8063.98,21445.52
2008,84,12053.35,7254.44,19307.79
2008,85,10132.91,6485.52,16618.43
2008,86,8065.81,5580.57,13646.38
2008,87,6829.65,4695.39,11525.04
2008,88,5585.37,3631.82,9217.19
2008,89,4173.78,2659.21,6832.99
2008,90,3301.05,2055.51,5356.56
2008,91,2790.1,1633.78,4423.88
2008,92,2603.61,1439.87,4043.48
2008,93,2235.27,1197.43,3432.7
2008,94,1657.17,896.98,2554.15
2008,95,1178.39,650.72,1829.11
2008,96,802.19,473.43,1275.62
2008,97,576.43,341.58,918.01
2008,98,416.74,228.97,645.71
2008,99,271.26,153.28,424.54
2008,100,164.81,103.19,268
2008,101,100.64,65.91,166.55
2008,102,64.94,41.64,106.58
2008,103,37.01,26.11,63.12
2008,104,21.8,15.92,37.72
2008,105,11.3,8.8,20.1
2008,106,5.43,4.89,10.32
2008,107,3.4,2.96,6.36
2008,108,1.22,1.23,2.45
2008,109,0,0.64,0.64
2008,110,0,0,0
2009,0,75747,79249,154996
2009,1,73747,77564,151311
2009,2,72456,76349,148805
2009,3,70270,74328,144598
2009,4,70626,74528,145154
2009,5,71240,74585,145825
2009,6,68816,71869,140685
2009,7,66924,70478,137402
2009,8,66787,70457,137244
2009,9,64697,68131,132828
2009,10,64380,67587,131967
2009,11,62137,65304,127441
2009,12,60956,64095,125051
2009,13,58996,62044,121040
2009,14,58915,61824,120739
2009,15,58377,61770,120147
2009,16,58102,61080,119182
2009,17,57705,60404,118109
2009,18,57284,59944,117228
2009,19,57206,59774,116980
2009,20,56588,59072,115660
2009,21,56519,58165,114684
2009,22,56870,58630,115500
2009,23,56769,58345,115114
2009,24,57002,58334,115336
2009,25,57124,58695,115819
2009,26,56417,56826,113243
2009,27,55344,55798,111142
2009,28,55813,55726,111539
2009,29,55153,55671,110824
2009,30,53883,53290,107173
2009,31,54786,54715,109501
2009,32,56416,56151,112567
2009,33,55426,54814,110240
2009,34,53301,53480,106781
2009,35,51943,51277,103220
2009,36,50766,50093,100859
2009,37,50995,49835,100830
2009,38,48559,48005,96564
2009,39,46135,45474,91609
2009,40,44307,43680,87987
2009,41,41344,40737,82081
2009,42,42628,41467,84095
2009,43,41838,41168,83006
2009,44,41098,40454,81552
2009,45,40022,38877,78899
2009,46,40440,38482,78922
2009,47,40259,38028,78287
2009,48,41690,39378,81068
2009,49,40330,38033,78363
2009,50,39854,37497,77351
2009,51,39351,36861,76212
2009,52,39089,36537,75626
2009,53,39783,36846,76629
2009,54,38506,35677,74183
2009,55,39019,36089,75108
2009,56,39141,36376,75517
2009,57,39050,35873,74923
2009,58,38315,35437,73752
2009,59,34603,31611,66214
2009,60,34407,31362,65769
2009,61,37715,33859,71574
2009,62,34068,30883,64951
2009,63,26915,24645,51560
2009,64,22801,21026,43827
2009,65,20150,18077,38227
2009,66,19528,16866,36394
2009,67,20632,17875,38507
2009,68,21561,18075,39636
2009,69,21464,18194,39658
2009,70,22725,18599,41324
2009,71,23010,18666,41676
2009,72,20930,17066,37996
2009,73,19443,15717,35160
2009,74,18188,14403,32591
2009,75,17028,13109,30137
2009,76,17968,13283,31251
2009,77,15563,11898,27461
2009,78,16900,12447,29347
2009,79,15290,10719,26009
2009,80,15177,10265,25442
2009,81,13636,9076,22712
2009,82,13793.65,8860.28,22653.93
2009,83,13446.47,8212.9,21659.37
2009,84,12494.76,7427.76,19922.52
2009,85,11137.53,6596.08,17733.61
2009,86,9281.07,5852.39,15133.46
2009,87,7283.94,4969.42,12253.36
2009,88,6070.26,4124.24,10194.5
2009,89,4915.56,3151.8,8067.36
2009,90,3610.73,2264.78,5875.51
2009,91,2827.13,1725.49,4552.62
2009,92,2351.34,1352.03,3703.37
2009,93,2115.05,1185.96,3301.01
2009,94,1760.3,954.85,2715.15
2009,95,1260.33,685.73,1946.06
2009,96,866.49,482.74,1349.23
2009,97,570.8,339.07,909.87
2009,98,396.79,235.29,632.08
2009,99,277.67,151.15,428.82
2009,100,175.04,96.46,271.5
2009,101,103.18,61.85,165.03
2009,102,61.17,37.28,98.45
2009,103,38.32,21.84,60.16
2009,104,21.09,12.87,33.96
2009,105,12.14,7.17,19.31
2009,106,6.01,3.5,9.51
2009,107,2.86,1.83,4.69
2009,108,1.77,0.91,2.68
2009,109,0.34,0,0.34
2009,110,0,0,0
2010,0,78379,81958,160337
2010,1,76394,79938,156332
2010,2,73967,77900,151867
2010,3,72635,76563,149198
2010,4,70414,74448,144862
2010,5,70763,74648,145411
2010,6,71327,74736,146063
2010,7,68814,71956,140770
2010,8,66982,70540,137522
2010,9,66878,70531,137409
2010,10,64743,68173,132916
2010,11,64414,67688,132102
2010,12,62154,65308,127462
2010,13,61017,64118,125135
2010,14,59126,62068,121194
2010,15,58963,61871,120834
2010,16,58366,61736,120102
2010,17,58158,61061,119219
2010,18,57947,60565,118512
2010,19,57491,60026,117517
2010,20,56638,59204,115842
2010,21,56729,59156,115885
2010,22,56619,58261,114880
2010,23,57072,58613,115685
2010,24,57075,58348,115423
2010,25,57310,58515,115825
2010,26,57524,58898,116422
2010,27,56651,57055,113706
2010,28,55555,55955,111510
2010,29,55959,55762,111721
2010,30,53648,53940,107588
2010,31,53996,53375,107371
2010,32,55040,54827,109867
2010,33,56584,56188,112772
2010,34,55599,54886,110485
2010,35,53459,53539,106998
2010,36,51973,51379,103352
2010,37,50782,50174,100956
2010,38,51035,49825,100860
2010,39,48571,48059,96630
2010,40,46296,45493,91789
2010,41,44259,43646,87905
2010,42,41366,40646,82012
2010,43,42583,41430,84013
2010,44,41840,41146,82986
2010,45,41077,40399,81476
2010,46,39997,38792,78789
2010,47,40431,38445,78876
2010,48,40261,37960,78221
2010,49,41663,39303,80966
2010,50,40320,37952,78272
2010,51,39865,37395,77260
2010,52,39356,36722,76078
2010,53,39036,36441,75477
2010,54,39777,36777,76554
2010,55,38502,35552,74054
2010,56,38955,35970,74925
2010,57,39041,36241,75282
2010,58,38974,35740,74714
2010,59,38251,35277,73528
2010,60,34562,31482,66044
2010,61,34315,31239,65554
2010,62,37591,33615,71206
2010,63,34052,30656,64708
2010,64,26843,24450,51293
2010,65,22690,20861,43551
2010,66,20065,17929,37994
2010,67,19413,16715,36128
2010,68,20472,17641,38113
2010,69,21361,17781,39142
2010,70,21279,17911,39190
2010,71,22454,18227,40681
2010,72,22705,18302,41007
2010,73,20620,16662,37282
2010,74,19084,15266,34350
2010,75,17776,13976,31752
2010,76,16673,12681,29354
2010,77,17490,12782,30272
2010,78,15117,11441,26558
2010,79,16317,11941,28258
2010,80,14736,10135,24871
2010,81,14485,9668,24153
2010,82,12967,8502,21469
2010,83,13036.15,8283.98,21320.13
2010,84,12641.94,7587.68,20229.62
2010,85,11632.71,6753.72,18386.43
2010,86,10265.99,5942.43,16208.42
2010,87,8447.78,5236.78,13684.56
2010,88,6513.14,4426.83,10939.97
2010,89,5354.79,3630.47,8985.26
2010,90,4293.4,2720.83,7014.23
2010,91,3117.36,1926.73,5044.09
2010,92,2387.02,1438.44,3825.46
2010,93,1922.48,1102.94,3025.42
2010,94,1694.28,934.48,2628.76
2010,95,1357.58,726.72,2084.3
2010,96,921.49,511.8,1433.29
2010,97,607.15,349.36,956.51
2010,98,382.14,237.5,619.64
2010,99,253.23,159.24,412.47
2010,100,168.74,98.76,267.5
2010,101,101.18,60.67,161.85
2010,102,56.81,37.62,94.43
2010,103,32.06,21.76,53.82
2010,104,19.05,11.96,31.01
2010,105,9.78,6.81,16.59
2010,106,5.39,3.52,8.91
2010,107,2.38,1.49,3.87
2010,108,1.12,0.78,1.9
2010,109,0.69,0.27,0.96
2010,110,0,0,0
2011,0,80630,85160,165790
2011,1,79060,82850,161910
2011,2,76600,80150,156750
2011,3,74240,78050,152290
2011,4,72850,76680,149530
2011,5,70600,74620,145220
2011,6,70920,74780,145700
2011,7,71450,74830,146280
2011,8,68980,72050,141030
2011,9,67110,70640,137750
2011,10,66930,70620,137550
2011,11,64840,68240,133080
2011,12,64490,67720,132210
2011,13,62250,65390,127640
2011,14,61060,64150,125210
2011,15,59100,62140,121240
2011,16,59060,61870,120930
2011,17,58480,61800,120280
2011,18,58430,61320,119750
2011,19,58290,60790,119080
2011,20,57800,60230,118030
2011,21,57590,59800,117390
2011,22,56900,59150,116050
2011,23,56750,58170,114920
2011,24,57210,58470,115680
2011,25,57170,58180,115350
2011,26,57400,58310,115710
2011,27,57530,58700,116230
2011,28,56800,56930,113730
2011,29,55690,55860,111550
2011,30,56120,55770,111890
2011,31,55450,55700,111150
2011,32,54080,53320,107400
2011,33,54960,54800,109760
2011,34,56550,56170,112720
2011,35,55540,54840,110380
2011,36,53400,53490,106890
2011,37,51990,51300,103290
2011,38,50820,50060,100880
2011,39,51040,49800,100840
2011,40,48620,47950,96570
2011,41,46180,45450,91630
2011,42,44360,43640,88000
2011,43,41410,40680,82090
2011,44,42660,41420,84080
2011,45,41870,41130,83000
2011,46,41130,40410,81540
2011,47,40040,38780,78820
2011,48,40440,38390,78830
2011,49,40240,37900,78140
2011,50,41650,39270,80920
2011,51,40310,37900,78210
2011,52,39860,37270,77130
2011,53,39310,36660,75970
2011,54,39030,36330,75360
2011,55,39690,36600,76290
2011,56,38410,35450,73860
2011,57,38880,35800,74680
2011,58,38950,36030,74980
2011,59,38880,35500,74380
2011,60,38170,35090,73260
2011,61,34430,31260,65690
2011,62,34260,30950,65210
2011,63,37490,33350,70840
2011,64,33890,30430,64320
2011,65,26690,24220,50910
2011,66,22580,20620,43200
2011,67,19940,17690,37630
2011,68,19290,16490,35780
2011,69,20310,17340,37650
2011,70,21150,17470,38620
2011,71,21080,17630,38710
2011,72,22240,17840,40080
2011,73,22380,17880,40260
2011,74,20280,16210,36490
2011,75,18710,14830,33540
2011,76,17400,13460,30860
2011,77,16250,12230,28480
2011,78,16950,12250,29200
2011,79,14610,10880,25490
2011,80,15700,11290,26990
2011,81,14070,9540,23610
2011,82,13760,9020,22780
2011,83,12190,7880,20070
2011,84,12226.39,7662.87,19889.26
2011,85,11755.54,6942.16,18697.7
2011,86,10718.9,6128.74,16847.64
2011,87,9383.25,5334,14717.25
2011,88,7628.99,4629.72,12258.71
2011,89,5767.19,3866.92,9634.11
2011,90,4661.54,3144.54,7806.08
2011,91,3713.13,2333.26,6046.39
2011,92,2650.97,1603.5,4254.47
2011,93,1993.24,1170.28,3163.52
2011,94,1570.23,897.67,2467.9
2011,95,1331.86,739.78,2071.64
2011,96,991.74,536.77,1528.51
2011,97,639.1,364.06,1003.16
2011,98,396.34,238.18,634.52
2011,99,232.55,154.35,386.9
2011,100,142.16,98.03,240.19
2011,101,86.49,57.25,143.74
2011,102,46.7,32.72,79.42
2011,103,23.38,18.96,42.34
2011,104,11.51,9.94,21.45
2011,105,5.73,4.51,10.24
2011,106,2.11,2.28,4.39
2011,107,0.9,0.8,1.7
2011,108,0,0,0
2011,109,0,0,0
2011,110,0,0,0
2012,0,80960,84930,165890
2012,1,81240,85740,166980
2012,2,79280,83130,162410
2012,3,76760,80350,157110
2012,4,74410,78240,152650
2012,5,72990,76810,149800
2012,6,70710,74760,145470
2012,7,71030,74880,145910
2012,8,71580,74910,146490
2012,9,69080,72160,141240
2012,10,67190,70680,137870
2012,11,66990,70740,137730
2012,12,64960,68310,133270
2012,13,64600,67810,132410
2012,14,62340,65470,127810
2012,15,61130,64250,125380
2012,16,59190,62190,121380
2012,17,59140,61930,121070
2012,18,58740,61990,120730
2012,19,58730,61530,120260
2012,20,58540,60920,119460
2012,21,57970,60260,118230
2012,22,57770,59830,117600
2012,23,57160,59190,116350
2012,24,56960,58210,115170
2012,25,57460,58510,115970
2012,26,57410,58220,115630
2012,27,57650,58350,116000
2012,28,57710,58790,116500
2012,29,57050,56940,113990
2012,30,55850,55940,111790
2012,31,56230,55840,112070
2012,32,55600,55690,111290
2012,33,54180,53360,107540
2012,34,55070,54820,109890
2012,35,56610,56220,112830
2012,36,55610,54900,110510
2012,37,53450,53460,106910
2012,38,52050,51290,103340
2012,39,50840,50060,100900
2012,40,51090,49820,100910
2012,41,48670,47960,96630
2012,42,46250,45430,91680
2012,43,44410,43610,88020
2012,44,41460,40690,82150
2012,45,42680,41400,84080
2012,46,41890,41110,83000
2012,47,41120,40390,81510
2012,48,40050,38740,78790
2012,49,40440,38320,78760
2012,50,40240,37840,78080
2012,51,41680,39200,80880
2012,52,40300,37810,78110
2012,53,39850,37160,77010
2012,54,39250,36540,75790
2012,55,38990,36210,75200
2012,56,39620,36450,76070
2012,57,38390,35280,73670
2012,58,38790,35660,74450
2012,59,38890,35820,74710
2012,60,38830,35260,74090
2012,61,38080,34880,72960
2012,62,34360,31060,65420
2012,63,34160,30720,64880
2012,64,37370,33030,70400
2012,65,33800,30130,63930
2012,66,26570,23970,50540
2012,67,22410,20400,42810
2012,68,19800,17490,37290
2012,69,19130,16240,35370
2012,70,20130,17090,37220
2012,71,20930,17160,38090
2012,72,20830,17290,38120
2012,73,21930,17450,39380
2012,74,22020,17430,39450
2012,75,19880,15710,35590
2012,76,18320,14380,32700
2012,77,16990,12950,29940
2012,78,15770,11700,27470
2012,79,16370,11730,28100
2012,80,14070,10330,24400
2012,81,14990,10610,25600
2012,82,13380,8950,22330
2012,83,12980,8420,21400
2012,84,11440,7270,18710
2012,85,11354.65,7006.12,18360.77
2012,86,10797.79,6283.15,17080.94
2012,87,9738.9,5485.81,15224.71
2012,88,8408.41,4713.68,13122.09
2012,89,6742.13,4056.63,10798.76
2012,90,5020.23,3318.86,8339.09
2012,91,3979.4,2640.26,6619.66
2012,92,3121.38,1936.23,5057.61
2012,93,2206.31,1304.98,3511.29
2012,94,1640.34,954.84,2595.18
2012,95,1222.01,711.55,1933.56
2012,96,959.04,544.76,1503.8
2012,97,685.74,383.28,1069.02
2012,98,423.06,251.62,674.68
2012,99,250.48,159.09,409.57
2012,100,139.95,99.48,239.43
2012,101,81.25,60.82,142.07
2012,102,46.87,34.17,81.04
2012,103,23.84,18.59,42.43
2012,104,11.22,10.41,21.63
2012,105,5.07,5.07,10.14
2012,106,2.13,1.75,3.88
2012,107,0.33,0.78,1.11
2012,108,0,0,0
2012,109,0,0,0
2012,110,0,0,0
2013,0,83240,87130,170370
2013,1,81560,85610,167170
2013,2,81460,85950,167410
2013,3,79490,83340,162830
2013,4,76960,80540,157500
2013,5,74600,78440,153040
2013,6,73190,76980,150170
2013,7,70870,74930,145800
2013,8,71230,75050,146280
2013,9,71770,75070,146840
2013,10,69230,72280,141510
2013,11,67340,70840,138180
2013,12,67120,70870,137990
2013,13,65050,68420,133470
2013,14,64720,67910,132630
2013,15,62440,65560,128000
2013,16,61210,64360,125570
2013,17,59280,62280,121560
2013,18,59480,62220,121700
2013,19,59070,62250,121320
2013,20,58950,61630,120580
2013,21,58770,60980,119750
2013,22,58210,60390,118600
2013,23,58050,59920,117970
2013,24,57510,59330,116840
2013,25,57260,58320,115580
2013,26,57760,58580,116340
2013,27,57710,58320,116030
2013,28,57920,58460,116380
2013,29,57940,58930,116870
2013,30,57220,57020,114240
2013,31,56040,56000,112040
2013,32,56410,55910,112320
2013,33,55710,55770,111480
2013,34,54320,53390,107710
2013,35,55180,54830,110010
2013,36,56740,56240,112980
2013,37,55710,54920,110630
2013,38,53520,53520,107040
2013,39,52150,51310,103460
2013,40,50960,50110,101070
2013,41,51150,49850,101000
2013,42,48760,47990,96750
2013,43,46310,45440,91750
2013,44,44480,43630,88110
2013,45,41520,40670,82190
2013,46,42720,41400,84120
2013,47,41920,41050,82970
2013,48,41150,40380,81530
2013,49,40080,38700,78780
2013,50,40470,38270,78740
2013,51,40280,37790,78070
2013,52,41660,39100,80760
2013,53,40280,37690,77970
2013,54,39820,37040,76860
2013,55,39230,36420,75650
2013,56,38960,36050,75010
2013,57,39590,36300,75890
2013,58,38310,35110,73420
2013,59,38690,35450,74140
2013,60,38810,35630,74440
2013,61,38760,35020,73780
2013,62,37970,34660,72630
2013,63,34300,30820,65120
2013,64,34090,30500,64590
2013,65,37220,32740,69960
2013,66,33620,29830,63450
2013,67,26420,23670,50090
2013,68,22270,20150,42420
2013,69,19670,17260,36930
2013,70,18920,15980,34900
2013,71,19930,16740,36670
2013,72,20680,16830,37510
2013,73,20550,16870,37420
2013,74,21570,16970,38540
2013,75,21590,16940,38530
2013,76,19430,15220,34650
2013,77,17860,13890,31750
2013,78,16500,12350,28850
2013,79,15250,11170,26420
2013,80,15740,11140,26880
2013,81,13450,9740,23190
2013,82,14220,9950,24170
2013,83,12640,8260,20900
2013,84,12150,7740,19890
2013,85,10590,6630,17220
2013,86,10456.1,6347.21,16803.31
2013,87,9811.01,5607.45,15418.46
2013,88,8686.51,4857.05,13543.56
2013,89,7421.84,4109.31,11531.15
2013,90,5907.15,3467.32,9374.47
2013,91,4323.64,2821.12,7144.76
2013,92,3335.06,2213.57,5548.63
2013,93,2571.5,1584.49,4155.99
2013,94,1780.16,1054.7,2834.86
2013,95,1237.31,744.99,1982.3
2013,96,861.24,526.56,1387.8
2013,97,653.36,391.86,1045.22
2013,98,452.08,267.53,719.61
2013,99,270.46,170.1,440.56
2013,100,155.73,103.99,259.72
2013,101,84.89,62.73,147.62
2013,102,48.22,36.86,85.08
2013,103,27.33,19.87,47.2
2013,104,13.58,10.16,23.74
2013,105,6.25,5.5,11.75
2013,106,2.67,2.37,5.04
2013,107,0.91,0.28,1.19
2013,108,0,0,0
2013,109,0,0,0
2013,110,0,0,0
2014,0,83030,87890,170920
2014,1,83940,87910,171850
2014,2,81830,85840,167670
2014,3,81680,86190,167870
2014,4,79730,83560,163290
2014,5,77140,80720,157860
2014,6,74770,78690,153460
2014,7,73330,77190,150520
2014,8,71070,75090,146160
2014,9,71400,75220,146620
2014,10,71920,75220,147140
2014,11,69380,72430,141810
2014,12,67490,70940,138430
2014,13,67250,70960,138210
2014,14,65160,68490,133650
2014,15,64840,67990,132830
2014,16,62540,65650,128190
2014,17,61270,64400,125670
2014,18,59590,62500,122090
2014,19,59830,62500,122330
2014,20,59290,62350,121640
2014,21,59140,61690,120830
2014,22,58980,61100,120080
2014,23,58510,60420,118930
2014,24,58380,59990,118370
2014,25,57780,59410,117190
2014,26,57590,58420,116010
2014,27,58050,58690,116740
2014,28,57940,58430,116370
2014,29,58170,58540,116710
2014,30,58180,58980,117160
2014,31,57400,57070,114470
2014,32,56210,56090,112300
2014,33,56550,55980,112530
2014,34,55830,55840,111670
2014,35,54450,53430,107880
2014,36,55340,54840,110180
2014,37,56870,56260,113130
2014,38,55830,54950,110780
2014,39,53610,53530,107140
2014,40,52210,51330,103540
2014,41,51060,50120,101180
2014,42,51220,49880,101100
2014,43,48850,48020,96870
2014,44,46380,45430,91810
2014,45,44540,43620,88160
2014,46,41600,40650,82250
2014,47,42780,41380,84160
2014,48,41940,41040,82980
2014,49,41180,40320,81500
2014,50,40110,38650,78760
2014,51,40500,38240,78740
2014,52,40280,37700,77980
2014,53,41640,39010,80650
2014,54,40280,37600,77880
2014,55,39800,36930,76730
2014,56,39190,36310,75500
2014,57,38960,35890,74850
2014,58,39560,36130,75690
2014,59,38270,34920,73190
2014,60,38630,35270,73900
2014,61,38740,35410,74150
2014,62,38660,34780,73440
2014,63,37900,34440,72340
2014,64,34210,30640,64850
2014,65,33990,30250,64240
2014,66,37060,32390,69450
2014,67,33480,29550,63030
2014,68,26280,23360,49640
2014,69,22140,19900,42040
2014,70,19500,17040,36540
2014,71,18710,15730,34440
2014,72,19710,16380,36090
2014,73,20400,16480,36880
2014,74,20260,16470,36730
2014,75,21180,16540,37720
2014,76,21170,16440,37610
2014,77,19010,14660,33670
2014,78,17390,13370,30760
2014,79,15970,11850,27820
2014,80,14660,10650,25310
2014,81,15050,10550,25600
2014,82,12810,9130,21940
2014,83,13450,9220,22670
2014,84,11830,7630,19460
2014,85,11260,7080,18340
2014,86,9780,6000,15780
2014,87,9536.05,5697.87,15233.92
2014,88,8844.84,4973.33,13818.17
2014,89,7755.91,4277.6,12033.51
2014,90,6527.95,3558.75,10086.7
2014,91,5109.63,2940.65,8050.28
2014,92,3661.49,2365.91,6027.4
2014,93,2757.6,1812.66,4570.26
2014,94,2091.75,1266.5,3358.25
2014,95,1381.88,826.7,2208.58
2014,96,914.77,571.76,1486.53
2014,97,615.61,397.91,1013.52
2014,98,449.31,291.4,740.71
2014,99,298.24,196,494.24
2014,100,170.75,122.92,293.67
2014,101,93.9,74.22,168.12
2014,102,48.79,44.26,93.05
2014,103,26.33,25.68,52.01
2014,104,14.17,13.69,27.86
2014,105,6.53,6.79,13.32
2014,106,2.76,3.69,6.45
2014,107,0.93,1.44,2.37
2014,108,0,0,0
2014,109,0,0,0
2014,110,0,0,0
2015,0,85450,90560,176010
2015,1,83830,88630,172460
2015,2,84180,88130,172310
2015,3,82070,86140,168210
2015,4,81840,86400,168240
2015,5,79960,83780,163740
2015,6,77360,80890,158250
2015,7,74970,78910,153880
2015,8,73510,77350,150860
2015,9,71240,75250,146490
2015,10,71610,75390,147000
2015,11,72100,75390,147490
2015,12,69560,72580,142140
2015,13,67620,71080,138700
2015,14,67400,71050,138450
2015,15,65270,68610,133880
2015,16,64980,68060,133040
2015,17,62660,65710,128370
2015,18,61620,64680,126300
2015,19,60020,62820,122840
2015,20,60110,62640,122750
2015,21,59520,62430,121950
2015,22,59370,61780,121150
2015,23,59290,61200,120490
2015,24,58860,60590,119450
2015,25,58770,60150,118920
2015,26,58140,59590,117730
2015,27,57930,58570,116500
2015,28,58340,58860,117200
2015,29,58260,58550,116810
2015,30,58450,58660,117110
2015,31,58430,59110,117540
2015,32,57640,57210,114850
2015,33,56420,56170,112590
2015,34,56720,56090,112810
2015,35,55970,55920,111890
2015,36,54640,53500,108140
2015,37,55460,54910,110370
2015,38,57010,56300,113310
2015,39,55990,55030,111020
2015,40,53790,53570,107360
2015,41,52360,51400,103760
2015,42,51190,50180,101370
2015,43,51340,49940,101280
2015,44,48990,48070,97060
2015,45,46490,45510,92000
2015,46,44610,43700,88310
2015,47,41680,40710,82390
2015,48,42870,41430,84300
2015,49,42000,41070,83070
2015,50,41290,40340,81630
2015,51,40190,38630,78820
2015,52,40570,38230,78800
2015,53,40330,37690,78020
2015,54,41680,38970,80650
2015,55,40320,37550,77870
2015,56,39870,36850,76720
2015,57,39230,36210,75440
2015,58,38960,35820,74780
2015,59,39590,36030,75620
2015,60,38310,34810,73120
2015,61,38640,35130,73770
2015,62,38770,35270,74040
2015,63,38690,34560,73250
2015,64,37890,34250,72140
2015,65,34250,30550,64800
2015,66,33980,30110,64090
2015,67,37020,32200,69220
2015,68,33370,29300,62670
2015,69,26160,23140,49300
2015,70,22040,19640,41680
2015,71,19380,16810,36190
2015,72,18590,15460,34050
2015,73,19530,16100,35630
2015,74,20170,16110,36280
2015,75,19940,16100,36040
2015,76,20810,16120,36930
2015,77,20730,15930,36660
2015,78,18520,14180,32700
2015,79,16930,12800,29730
2015,80,15440,11300,26740
2015,81,14050,10100,24150
2015,82,14390,9960,24350
2015,83,12160,8500,20660
2015,84,12620,8530,21150
2015,85,11120,6970,18090
2015,86,10370,6440,16810
2015,87,8940,5370,14310
2015,88,8614.91,5080.27,13695.18
2015,89,7867.95,4386.01,12253.96
2015,90,6788.26,3698.96,10487.22
2015,91,5624.58,3029.7,8654.28
2015,92,4322.24,2467.69,6789.93
2015,93,3019.68,1923.94,4943.62
2015,94,2222.35,1436.45,3658.8
2015,95,1620.47,982.72,2603.19
2015,96,1026.44,630.46,1656.9
2015,97,661.84,425.18,1087.02
2015,98,433.04,289.71,722.75
2015,99,306.24,207.27,513.51
2015,100,196.89,136.24,333.13
2015,101,109.24,83.53,192.77
2015,102,58.28,49.34,107.62
2015,103,29.39,28.77,58.16
2015,104,15.37,16.27,31.64
2015,105,8.03,8.45,16.48
2015,106,3.46,3.9,7.36
2015,107,1.34,2.12,3.46
2015,108,0.27,0.63,0.9
2015,109,0,0,0
2015,110,0,0,0
2016,0,86610,91660,178270
2016,1,86193,91389,177582
2016,2,84138,88965,173103
2016,3,84522,88472,172994
2016,4,82336,86428,168764
2016,5,82099,86674,168773
2016,6,80252,84006,164258
2016,7,77636,81156,158792
2016,8,75208,79115,154323
2016,9,73697,77584,151281
2016,10,71435,75495,146930
2016,11,71795,75589,147384
2016,12,72279,75581,147860
2016,13,69693,72767,142460
2016,14,67786,71236,139022
2016,15,67554,71210,138764
2016,16,65401,68729,134130
2016,17,65069,68155,133224
2016,18,63038,66000,129038
2016,19,62118,65024,127142
2016,20,60342,62985,123327
2016,21,60403,62759,123162
2016,22,59818,62613,122431
2016,23,59764,61942,121706
2016,24,59673,61423,121096
2016,25,59279,60826,120105
2016,26,59204,60391,119595
2016,27,58578,59823,118401
2016,28,58306,58858,117164
2016,29,58679,59061,117740
2016,30,58589,58765,117354
2016,31,58798,58854,117652
2016,32,58728,59261,117989
2016,33,57951,57357,115308
2016,34,56710,56331,113041
2016,35,56956,56218,113174
2016,36,56222,56054,112276
2016,37,54848,53599,108447
2016,38,55644,55052,110696
2016,39,57175,56457,113632
2016,40,56169,55156,111325
2016,41,53966,53661,107627
2016,42,52524,51494,104018
2016,43,51339,50261,101600
2016,44,51453,50036,101489
2016,45,49142,48155,97297
2016,46,46641,45604,92245
2016,47,44713,43798,88511
2016,48,41796,40753,82549
2016,49,43007,41467,84474
2016,50,42075,41124,83199
2016,51,41367,40356,81723
2016,52,40255,38611,78866
2016,53,40659,38198,78857
2016,54,40398,37660,78058
2016,55,41747,38901,80648
2016,56,40371,37465,77836
2016,57,39891,36783,76674
2016,58,39257,36116,75373
2016,59,38970,35713,74683
2016,60,39617,35945,75562
2016,61,38326,34667,72993
2016,62,38647,34987,73634
2016,63,38757,35097,73854
2016,64,38637,34304,72941
2016,65,37843,34047,71890
2016,66,34158,30350,64508
2016,67,33884,29873,63757
2016,68,36891,31869,68760
2016,69,33206,28941,62147
2016,70,25977,22839,48816
2016,71,21864,19338,41202
2016,72,19165,16488,35653
2016,73,18390,15133,33523
2016,74,19294,15740,35034
2016,75,19850,15651,35501
2016,76,19564,15620,35184
2016,77,20374,15612,35986
2016,78,20243,15372,35615
2016,79,18021,13566,31587
2016,80,16363,12176,28539
2016,81,14842,10724,25566
2016,82,13404,9492,22896
2016,83,13622,9275,22897
2016,84,11457,7812,19269
2016,85,11697,7791,19488
2016,86,10264,6349,16613
2016,87,9404,5715,15119
2016,88,8020,4667,12687
2016,89,7666.84,4417.68,12084.52
2016,90,6920.27,3764.61,10684.88
