"Year","Age","Female1","Male1","Total1"
2000,0,64080,67760,131840
2000,1,63616,66950,130566
2000,2,61166,64536,125702
2000,3,59888,63223,123111
2000,4,58471,61548,120019
2000,5,57813,60757,118570
2000,6,57228,60625,117853
2000,7,56948,59960,116908
2000,8,55908,58810,114718
2000,9,55557,58368,113925
2000,10,55164,57924,113088
2000,11,54573,57518,112091
2000,12,54409,56706,111115
2000,13,54396,57217,111613
2000,14,54256,57108,111364
2000,15,53934,56915,110849
2000,16,53925,57109,111034
2000,17,52917,55598,108515
2000,18,52117,54898,107015
2000,19,52729,55049,107778
2000,20,52520,54796,107316
2000,21,51748,53063,104811
2000,22,52577,53823,106400
2000,23,54072,55249,109321
2000,24,53274,54129,107403
2000,25,51066,52303,103369
2000,26,49856,50369,100225
2000,27,48758,49064,97822
2000,28,48808,48691,97499
2000,29,46903,47050,93953
2000,30,44291,44193,88484
2000,31,42639,42460,85099
2000,32,40162,39694,79856
2000,33,40690,40232,80922
2000,34,40320,40094,80414
2000,35,39786,39344,79130
2000,36,38704,37893,76597
2000,37,39070,37637,76707
2000,38,38851,37275,76126
2000,39,40396,38641,79037
2000,40,39201,37430,76631
2000,41,38851,36955,75806
2000,42,38275,36563,74838
2000,43,38299,36167,74466
2000,44,38972,36675,75647
2000,45,37769,35861,73630
2000,46,38448,36098,74546
2000,47,38738,36588,75326
2000,48,38523,36489,75012
2000,49,37996,35877,73873
2000,50,34181,32137,66318
2000,51,34454,32221,66675
2000,52,37204,34616,71820
2000,53,33504,31441,64945
2000,54,26894,25511,52405
2000,55,22786,21804,44590
2000,56,20108,18912,39020
2000,57,19914,17980,37894
2000,58,20496,18806,39302
2000,59,21923,19408,41331
2000,60,21866,19284,41150
2000,61,23460,20296,43756
2000,62,23872,20408,44280
2000,63,22326,19242,41568
2000,64,21159,18116,39275
2000,65,20125,17043,37168
2000,66,19285,16093,35378
2000,67,20786,16677,37463
2000,68,18266,15367,33633
2000,69,20545,16642,37187
2000,70,18914,14741,33655
2000,71,19502,14688,34190
2000,72,18319,13803,32122
2000,73,18722,13445,32167
2000,74,18690,12911,31601
2000,75,18691,12684,31375
2000,76,17386,11814,29200
2000,77,15716,11418,27134
2000,78,12404,10019,22423
2000,79,12913,10023,22936
2000,80,10925.45,7975.72,18901.17
2000,81,8903.01,6253.87,15156.88
2000,82,7630.4,5301.58,12931.98
2000,83,7093.49,4823.03,11916.52
2000,84,7562.51,4853.38,12415.89
2000,85,7641.26,4698.7,12339.96
2000,86,6788.18,4121.95,10910.13
2000,87,5724.81,3559.46,9284.27
2000,88,4622.03,3055.72,7677.75
2000,89,3850.4,2543.15,6393.55
2000,90,3203.48,1960.15,5163.63
2000,91,2465.58,1480.52,3946.1
2000,92,1797.27,1159.15,2956.42
2000,93,1304.35,861.64,2165.99
2000,94,1029.34,637.98,1667.32
2000,95,727.96,472.9,1200.86
2000,96,519.34,340.88,860.22
2000,97,334.51,224.93,559.44
2000,98,191.81,141.75,333.56
2000,99,143.02,102.95,245.97
2000,100,90.63,66.82,157.45
2000,101,45.16,37.27,82.43
2000,102,26.01,22.25,48.26
2000,103,13.13,12.32,25.45
2000,104,6.64,6.5,13.14
2000,105,2.15,2.77,4.92
2000,106,0.69,0.8,1.49
2000,107,0,0,0
2000,108,0,0,0
2000,109,0,0,0
2000,110,0,0,0
2001,0,66037,69934,135971
2001,1,64270,67875,132145
2001,2,63841,67120,130961
2001,3,61431,64752,126183
2001,4,60194,63481,123675
2001,5,58641,61694,120335
2001,6,58154,61109,119263
2001,7,57566,60952,118518
2001,8,57283,60342,117625
2001,9,56467,59292,115759
2001,10,56016,58829,114845
2001,11,55660,58476,114136
2001,12,55030,57990,113020
2001,13,54880,57163,112043
2001,14,54858,57660,112518
2001,15,54694,57615,112309
2001,16,54374,57414,111788
2001,17,54636,57833,112469
2001,18,53988,56447,110435
2001,19,53119,55481,108600
2001,20,53459,55496,108955
2001,21,53125,55130,108255
2001,22,52332,53061,105393
2001,23,53340,54081,107421
2001,24,54852,55702,110554
2001,25,54034,54511,108545
2001,26,51875,52870,104745
2001,27,50738,50883,101621
2001,28,49584,49688,99272
2001,29,49693,49346,99039
2001,30,47630,47683,95313
2001,31,45011,44912,89923
2001,32,43230,43057,86287
2001,33,40754,40342,81096
2001,34,41419,40892,82311
2001,35,40896,40736,81632
2001,36,40395,40035,80430
2001,37,39224,38517,77741
2001,38,39647,38242,77889
2001,39,39451,37743,77194
2001,40,40939,39170,80109
2001,41,39664,37885,77549
2001,42,39289,37387,76676
2001,43,38739,36923,75662
2001,44,38662,36631,75293
2001,45,39344,37041,76385
2001,46,38139,36121,74260
2001,47,38878,36413,75291
2001,48,39033,36889,75922
2001,49,38902,36757,75659
2001,50,38290,36105,74395
2001,51,34570,32377,66947
2001,52,34689,32400,67089
2001,53,37618,34824,72442
2001,54,33912,31709,65621
2001,55,27086,25575,52661
2001,56,22959,21867,44826
2001,57,20256,18945,39201
2001,58,20059,18018,38077
2001,59,20850,18912,39762
2001,60,22187,19491,41678
2001,61,22185,19508,41693
2001,62,23820,20468,44288
2001,63,24220,20617,44837
2001,64,22478,19252,41730
2001,65,21197,18139,39336
2001,66,20114,17022,37136
2001,67,19250,15988,35238
2001,68,20666,16493,37159
2001,69,18197,15169,33366
2001,70,20354,16342,36696
2001,71,18767,14479,33246
2001,72,19249,14384,33633
2001,73,18087,13468,31555
2001,74,18424,13067,31491
2001,75,18306,12472,30778
2001,76,18317,12178,30495
2001,77,16909,11244,28153
2001,78,15160,10840,26000
2001,79,11951,9502,21453
2001,80,11777.92,8955.04,20732.96
2001,81,10310.44,7417.2,17727.64
2001,82,8318.44,5768.38,14086.82
2001,83,7091.62,4854.59,11946.21
2001,84,6529.34,4358.79,10888.13
2001,85,6870.36,4338.96,11209.32
2001,86,6898.71,4152.03,11050.74
2001,87,6045.14,3606.36,9651.5
2001,88,5014.04,3090.22,8104.26
2001,89,3959.93,2580.84,6540.77
2001,90,3257.19,2084.22,5341.41
2001,91,2708.51,1590.73,4299.24
2001,92,2030.91,1188.61,3219.52
2001,93,1448.74,921.23,2369.97
2001,94,1045.97,681.37,1727.34
2001,95,810.23,492.85,1303.08
2001,96,556.1,353.63,909.73
2001,97,389.73,250.53,640.26
2001,98,246.51,162.46,408.97
2001,99,138.9,100.7,239.6
2001,100,101.79,71.89,173.68
2001,101,63.25,45.77,109.02
2001,102,30.86,25.09,55.95
2001,103,17.52,14.6,32.12
2001,104,8.62,7.98,16.6
2001,105,4.08,3.87,7.95
2001,106,0.81,1.31,2.12
2001,107,0,0,0
2001,108,0,0,0
2001,109,0,0,0
2001,110,0,0,0
2002,0,66178,69943,136121
2002,1,66248,70090,136338
2002,2,64382,67940,132322
2002,3,63986,67239,131225
2002,4,61605,64891,126496
2002,5,60378,63651,124029
2002,6,58742,61787,120529
2002,7,58335,61311,119646
2002,8,57775,61201,118976
2002,9,57483,60579,118062
2002,10,56770,59629,116399
2002,11,56245,59107,115352
2002,12,55949,58766,114715
2002,13,55295,58317,113612
2002,14,55174,57410,112584
2002,15,55163,57930,113093
2002,16,54965,57854,112819
2002,17,54989,57920,112909
2002,18,55528,58479,114007
2002,19,54601,56850,111451
2002,20,53652,55702,109354
2002,21,53789,55606,109395
2002,22,53652,55043,108695
2002,23,52843,53119,105962
2002,24,53904,54485,108389
2002,25,55361,56095,111456
2002,26,54564,54729,109293
2002,27,52369,53211,105580
2002,28,51275,51223,102498
2002,29,50100,50030,100130
2002,30,50268,49718,99986
2002,31,47998,47953,95951
2002,32,45363,45274,90637
2002,33,43599,43380,86979
2002,34,41015,40598,81613
2002,35,41807,41232,83039
2002,36,41304,41054,82358
2002,37,40746,40366,81112
2002,38,39468,38792,78260
2002,39,39987,38536,78523
2002,40,39802,38068,77870
2002,41,41282,39411,80693
2002,42,39923,38179,78102
2002,43,39590,37640,77230
2002,44,39020,37117,76137
2002,45,38922,36840,75762
2002,46,39581,37237,76818
2002,47,38370,36242,74612
2002,48,39094,36611,75705
2002,49,39244,37040,76284
2002,50,39198,36861,76059
2002,51,38445,36216,74661
2002,52,34797,32459,67256
2002,53,34789,32435,67224
2002,54,37860,34947,72807
2002,55,34118,31773,65891
2002,56,27219,25609,52828
2002,57,23049,21865,44914
2002,58,20370,18923,39293
2002,59,20111,17990,38101
2002,60,21079,18943,40022
2002,61,22311,19461,41772
2002,62,22337,19556,41893
2002,63,23888,20455,44343
2002,64,24366,20639,45005
2002,65,22491,19176,41667
2002,66,21130,18020,39150
2002,67,20026,16872,36898
2002,68,19140,15740,34880
2002,69,20491,16228,36719
2002,70,18040,14895,32935
2002,71,20112,16010,36122
2002,72,18493,14147,32640
2002,73,18892,13970,32862
2002,74,17713,13032,30745
2002,75,18046,12680,30726
2002,76,17826,11951,29777
2002,77,17798,11593,29391
2002,78,16405,10683,27088
2002,79,14553,10244,24797
2002,80,12342.83,9309.84,21652.67
2002,81,11130.35,8360.5,19490.85
2002,82,9659.45,6866.98,16526.43
2002,83,7726.27,5304.57,13030.84
2002,84,6535.8,4417.37,10953.17
2002,85,5980.37,3922.21,9902.58
2002,86,6258.97,3857.75,10116.72
2002,87,6193.93,3607.92,9801.85
2002,88,5312.77,3086.12,8398.89
2002,89,4351.49,2605.48,6956.97
2002,90,3412.03,2142.92,5554.95
2002,91,2763.56,1705.97,4469.53
2002,92,2245.25,1266.82,3512.07
2002,93,1653.92,941.88,2595.8
2002,94,1172.05,721.06,1893.11
2002,95,831.49,521.18,1352.67
2002,96,630.2,381.79,1011.99
2002,97,425.66,272.05,697.71
2002,98,293.7,191.67,485.37
2002,99,182.86,123.81,306.67
2002,100,101.53,76.66,178.19
2002,101,73.35,54.72,128.07
2002,102,44.79,34.8,79.59
2002,103,21.42,19.11,40.53
2002,104,12.03,11.07,23.1
2002,105,5.76,6.1,11.86
2002,106,2.48,2.8,5.28
2002,107,0,0.98,0.98
2002,108,0,0,0
2002,109,0,0,0
2002,110,0,0,0
2003,0,67917,70927,138844
2003,1,66345,70067,136412
2003,2,66328,70128,136456
2003,3,64424,67974,132398
2003,4,64026,67268,131294
2003,5,61699,64957,126656
2003,6,60446,63737,124183
2003,7,58774,61826,120600
2003,8,58417,61405,119822
2003,9,57845,61300,119145
2003,10,57612,60655,118267
2003,11,56965,59804,116769
2003,12,56391,59312,115703
2003,13,56117,58976,115093
2003,14,55440,58479,113919
2003,15,55342,57534,112876
2003,16,55357,58077,113434
2003,17,55269,58143,113412
2003,18,55523,58321,113844
2003,19,55907,58731,114638
2003,20,54876,56974,111850
2003,21,53739,55677,109416
2003,22,54099,55409,109508
2003,23,54003,55069,109072
2003,24,53070,53186,106256
2003,25,54099,54585,108684
2003,26,55592,56138,111730
2003,27,54795,54760,109555
2003,28,52631,53331,105962
2003,29,51472,51279,102751
2003,30,50264,50102,100366
2003,31,50432,49775,100207
2003,32,48106,47991,96097
2003,33,45533,45391,90924
2003,34,43810,43504,87314
2003,35,41086,40693,81779
2003,36,41945,41340,83285
2003,37,41405,41131,82536
2003,38,40859,40467,81326
2003,39,39599,38920,78519
2003,40,40133,38627,78760
2003,41,39982,38189,78171
2003,42,41462,39524,80986
2003,43,40100,38260,78360
2003,44,39741,37691,77432
2003,45,39191,37145,76336
2003,46,39029,36947,75976
2003,47,39699,37308,77007
2003,48,38496,36317,74813
2003,49,39184,36625,75809
2003,50,39351,37034,76385
2003,51,39277,36851,76128
2003,52,38540,36207,74747
2003,53,34900,32444,67344
2003,54,34793,32390,67183
2003,55,38022,34911,72933
2003,56,34234,31757,65991
2003,57,27248,25505,52753
2003,58,23068,21825,44893
2003,59,20450,18885,39335
2003,60,20099,17927,38026
2003,61,21114,18886,40000
2003,62,22345,19389,41734
2003,63,22287,19483,41770
2003,64,23859,20305,44164
2003,65,24335,20486,44821
2003,66,22401,18986,41387
2003,67,20962,17829,38791
2003,68,19922,16642,36564
2003,69,18915,15459,34374
2003,70,20244,15898,36142
2003,71,17764,14565,32329
2003,72,19757,15591,35348
2003,73,18180,13750,31930
2003,74,18490,13488,31978
2003,75,17247,12527,29774
2003,76,17533,12168,29701
2003,77,17247,11434,28681
2003,78,17126,11053,28179
2003,79,15774,10062,25836
2003,80,14045.28,9698.13,23743.41
2003,81,11709.02,8706.73,20415.75
2003,82,10437.79,7753.53,18191.32
2003,83,9001.4,6329.01,15330.41
2003,84,7147.87,4833.58,11981.45
2003,85,5965.29,3988.23,9953.52
2003,86,5391.86,3482.05,8873.91
2003,87,5592.67,3355.25,8947.92
2003,88,5471.87,3105.88,8577.75
2003,89,4601.49,2628.88,7230.37
2003,90,3687.72,2171.22,5858.94
2003,91,2838.7,1741.98,4580.68
2003,92,2245.98,1360.17,3606.15
2003,93,1797.34,1004.1,2801.44
2003,94,1307.12,729.25,2036.37
2003,95,904.97,543.9,1448.87
2003,96,639.58,390.79,1030.37
2003,97,480.64,281.14,761.78
2003,98,322.47,197.02,519.49
2003,99,221.57,136.52,358.09
2003,100,137.58,86.78,224.36
2003,101,76.4,53.01,129.41
2003,102,55.3,37.3,92.6
2003,103,33.73,23.3,57.03
2003,104,16.09,12.62,28.71
2003,105,9.11,7.08,16.19
2003,106,4.32,3.89,8.21
2003,107,1.72,1.48,3.2
2003,108,0,0.27,0.27
2003,109,0,0,0
2003,110,0,0,0
2004,0,70143,73662,143805
2004,1,68157,71169,139326
2004,2,66407,70092,136499
2004,3,66350,70153,136503
2004,4,64451,67971,132422
2004,5,64051,67281,131332
2004,6,61744,64984,126728
2004,7,60496,63764,124260
2004,8,58791,61862,120653
2004,9,58463,61436,119899
2004,10,57924,61346,119270
2004,11,57671,60677,118348
2004,12,57055,59900,116955
2004,13,56452,59396,115848
2004,14,56226,59049,115275
2004,15,55516,58548,114064
2004,16,55384,57600,112984
2004,17,55544,58233,113777
2004,18,55752,58408,114160
2004,19,55868,58459,114327
2004,20,56038,58780,114818
2004,21,54896,56888,111784
2004,22,53968,55389,109357
2004,23,54366,55269,109635
2004,24,54243,55210,109453
2004,25,53211,53238,106449
2004,26,54194,54641,108835
2004,27,55728,56168,111896
2004,28,54877,54751,109628
2004,29,52729,53298,106027
2004,30,51523,51230,102753
2004,31,50337,50070,100407
2004,32,50485,49799,100284
2004,33,48095,47954,96049
2004,34,45570,45426,90996
2004,35,43813,43470,87283
2004,36,41068,40632,81700
2004,37,42030,41346,83376
2004,38,41407,41120,82527
2004,39,40865,40414,81279
2004,40,39654,38923,78577
2004,41,40173,38598,78771
2004,42,40064,38210,78274
2004,43,41500,39501,81001
2004,44,40144,38266,78410
2004,45,39800,37747,77547
2004,46,39282,37100,76382
2004,47,39051,36929,75980
2004,48,39759,37299,77058
2004,49,38537,36254,74791
2004,50,39237,36588,75825
2004,51,39355,36985,76340
2004,52,39282,36748,76030
2004,53,38520,36147,74667
2004,54,34883,32418,67301
2004,55,34767,32260,67027
2004,56,38033,34765,72798
2004,57,34236,31643,65879
2004,58,27230,25381,52611
2004,59,23024,21745,44769
2004,60,20420,18782,39202
2004,61,20034,17784,37818
2004,62,21079,18748,39827
2004,63,22248,19228,41476
2004,64,22192,19315,41507
2004,65,23692,20096,43788
2004,66,24191,20228,44419
2004,67,22184,18698,40882
2004,68,20778,17546,38324
2004,69,19691,16298,35989
2004,70,18656,15092,33748
2004,71,19950,15538,35488
2004,72,17476,14164,31640
2004,73,19327,15102,34429
2004,74,17783,13283,31066
2004,75,18013,12976,30989
2004,76,16735,11957,28692
2004,77,17004,11586,28590
2004,78,16567,10854,27421
2004,79,16469,10468,26937
2004,80,15400.63,9799.25,25199.88
2004,81,13321.88,9051.59,22373.47
2004,82,11038.08,8071.98,19110.06
2004,83,9750.86,7114.7,16865.56
2004,84,8325.83,5762.04,14087.87
2004,85,6561.29,4361.26,10922.55
2004,86,5435.38,3571.71,9007.09
2004,87,4855.03,3066.63,7921.66
2004,88,4930.87,2903.67,7834.54
2004,89,4735.13,2637.99,7373.12
2004,90,3907.29,2195.21,6102.5
2004,91,3067.55,1787.35,4854.9
2004,92,2324.36,1404.85,3729.21
2004,93,1796.9,1077.17,2874.07
2004,94,1406.02,779.1,2185.12
2004,95,1012.09,561.1,1573.19
2004,96,696.18,415.18,1111.36
2004,97,484.45,293.3,777.75
2004,98,358.83,207.38,566.21
2004,99,237.54,143.07,380.61
2004,100,161.39,97.57,258.96
2004,101,99.16,61.05,160.21
2004,102,54.65,36.82,91.47
2004,103,39.33,25.54,64.87
2004,104,23.71,15.62,39.33
2004,105,11.14,8.32,19.46
2004,106,6.31,4.47,10.78
2004,107,2.9,2.44,5.34
2004,108,0.96,0.63,1.59
2004,109,0,0,0
2004,110,0,0,0
2005,0,69840,73876,143716
2005,1,70632,74119,144751
2005,2,68311,71369,139680
2005,3,66516,70180,136696
2005,4,66438,70207,136645
2005,5,64498,67997,132495
2005,6,64120,67329,131449
2005,7,61823,65042,126865
2005,8,60573,63786,124359
2005,9,58816,61882,120698
2005,10,58583,61502,120085
2005,11,57998,61440,119438
2005,12,57765,60786,118551
2005,13,57170,59998,117168
2005,14,56559,59484,116043
2005,15,56330,59155,115485
2005,16,55607,58623,114230
2005,17,55601,57749,113350
2005,18,55951,58535,114486
2005,19,56115,58570,114685
2005,20,56112,58525,114637
2005,21,56079,58777,114856
2005,22,55151,56609,111760
2005,23,54259,55335,109594
2005,24,54664,55419,110083
2005,25,54499,55396,109895
2005,26,53405,53218,106623
2005,27,54277,54659,108936
2005,28,55878,56177,112055
2005,29,54954,54735,109689
2005,30,52837,53354,106191
2005,31,51607,51251,102858
2005,32,50429,50112,100541
2005,33,50543,49829,100372
2005,34,48146,47911,96057
2005,35,45633,45457,91090
2005,36,43909,43500,87409
2005,37,41138,40673,81811
2005,38,42166,41396,83562
2005,39,41433,41154,82587
2005,40,40887,40369,81256
2005,41,39759,38901,78660
2005,42,40253,38579,78832
2005,43,40126,38230,78356
2005,44,41531,39493,81024
2005,45,40210,38205,78415
2005,46,39824,37731,77555
2005,47,39335,37080,76415
2005,48,39064,36877,75941
2005,49,39759,37283,77042
2005,50,38555,36194,74749
2005,51,39233,36528,75761
2005,52,39333,36884,76217
2005,53,39232,36607,75839
2005,54,38503,35998,74501
2005,55,34876,32266,67142
2005,56,34715,32127,66842
2005,57,38008,34583,72591
2005,58,34180,31485,65665
2005,59,27186,25253,52439
2005,60,23003,21625,44628
2005,61,20436,18662,39098
2005,62,19948,17609,37557
2005,63,20997,18595,39592
2005,64,22124,19017,41141
2005,65,22086,19178,41264
2005,66,23534,19827,43361
2005,67,23992,19998,43990
2005,68,22011,18362,40373
2005,69,20562,17222,37784
2005,70,19423,15977,35400
2005,71,18389,14722,33111
2005,72,19614,15135,34749
2005,73,17149,13764,30913
2005,74,18922,14613,33535
2005,75,17351,12752,30103
2005,76,17536,12452,29988
2005,77,16198,11465,27663
2005,78,16390,11033,27423
2005,79,15883,10300,26183
2005,80,15901.26,9999.67,25900.93
2005,81,14642.73,9166.28,23809.01
2005,82,12575.97,8387.91,20963.88
2005,83,10345.37,7446.8,17792.17
2005,84,9069.25,6511.76,15581.01
2005,85,7650.18,5222.59,12872.77
2005,86,5956.61,3928.32,9884.93
2005,87,4901.38,3169.54,8070.92
2005,88,4325.16,2678.7,7003.86
2005,89,4327.4,2502.68,6830.08
2005,90,4062.38,2227.13,6289.51
2005,91,3273.39,1812.97,5086.36
2005,92,2523.56,1432.83,3956.39
2005,93,1871.53,1095.86,2967.39
2005,94,1406.26,828.9,2235.16
2005,95,1091.62,594.49,1686.11
2005,96,785.49,430.28,1215.77
2005,97,530.43,312.57,843
2005,98,362.49,216.7,579.19
2005,99,263.82,150.28,414.1
2005,100,171.68,101.93,273.61
2005,101,114.88,68.31,183.19
2005,102,69.51,42.01,111.52
2005,103,37.86,25.02,62.88
2005,104,26.96,17.09,44.05
2005,105,15.91,10.19,26.1
2005,106,7.25,5.33,12.58
2005,107,4.1,2.67,6.77
2005,108,1.77,1.46,3.23
2005,109,0.34,0.3,0.64
2005,110,0,0,0
2006,0,69665,73585,143250
2006,1,70130,74110,144240
2006,2,70828,74250,145078
2006,3,68469,71544,140013
2006,4,66629,70277,136906
2006,5,66549,70299,136848
2006,6,64549,68029,132578
2006,7,64189,67411,131600
2006,8,61932,65114,127046
2006,9,60682,63866,124548
2006,10,58879,61926,120805
2006,11,58689,61622,120311
2006,12,58112,61559,119671
2006,13,57844,60894,118738
2006,14,57307,60098,117405
2006,15,56697,59540,116237
2006,16,56407,59234,115641
2006,17,55769,58792,114561
2006,18,56006,57992,113998
2006,19,56352,58698,115050
2006,20,56352,58625,114977
2006,21,56205,58540,114745
2006,22,56299,58625,114924
2006,23,55496,56589,112085
2006,24,54604,55537,110141
2006,25,55039,55562,110601
2006,26,54749,55524,110273
2006,27,53535,53231,106766
2006,28,54401,54647,109048
2006,29,56039,56177,112216
2006,30,55074,54769,109843
2006,31,52952,53419,106371
2006,32,51750,51253,103003
2006,33,50609,50101,100710
2006,34,50673,49847,100520
2006,35,48339,47978,96317
2006,36,45789,45473,91262
2006,37,43991,43554,87545
2006,38,41215,40728,81943
2006,39,42296,41440,83736
2006,40,41514,41159,82673
2006,41,40962,40400,81362
2006,42,39855,38893,78748
2006,43,40324,38547,78871
2006,44,40169,38214,78383
2006,45,41582,39479,81061
2006,46,40234,38180,78414
2006,47,39838,37719,77557
2006,48,39386,37039,76425
2006,49,39107,36795,75902
2006,50,39739,37185,76924
2006,51,38552,36083,74635
2006,52,39184,36407,75591
2006,53,39300,36777,76077
2006,54,39163,36429,75592
2006,55,38479,35886,74365
2006,56,34836,32114,66950
2006,57,34656,31944,66600
2006,58,37964,34386,72350
2006,59,34177,31368,65545
2006,60,27150,25111,52261
2006,61,22968,21454,44422
2006,62,20405,18553,38958
2006,63,19847,17420,37267
2006,64,20909,18414,39323
2006,65,22008,18805,40813
2006,66,21959,18971,40930
2006,67,23355,19573,42928
2006,68,23766,19726,43492
2006,69,21788,18074,39862
2006,70,20334,16880,37214
2006,71,19165,15656,34821
2006,72,18097,14352,32449
2006,73,19250,14748,33998
2006,74,16808,13314,30122
2006,75,18471,14102,32573
2006,76,16872,12292,29164
2006,77,17028,11963,28991
2006,78,15604,10855,26459
2006,79,15777,10446,26223
2006,80,15858.81,10087.87,25946.68
2006,81,15096.72,9364.55,24461.27
2006,82,13820.91,8531.9,22352.81
2006,83,11791.52,7734.95,19526.47
2006,84,9585.29,6811.07,16396.36
2006,85,8330.6,5890.28,14220.88
2006,86,6973.69,4683,11656.69
2006,87,5367.04,3485.93,8852.97
2006,88,4360.31,2774.32,7134.63
2006,89,3784.77,2321.61,6106.38
2006,90,3713.97,2110.63,5824.6
2006,91,3378.91,1826.82,5205.73
2006,92,2652.86,1456.25,4109.11
2006,93,2019.15,1132.11,3151.26
2006,94,1437.47,850.61,2288.08
2006,95,1067.77,635.26,1703.03
2006,96,826.53,447.88,1274.41
2006,97,579.02,315.88,894.9
2006,98,380.36,223.46,603.82
2006,99,252.64,150.54,403.18
2006,100,178.58,101.15,279.73
2006,101,112.73,66.6,179.33
2006,102,73.31,43.19,116.5
2006,103,43,25.64,68.64
2006,104,22.82,14.84,37.66
2006,105,15.84,9.77,25.61
2006,106,8.86,5.45,14.31
2006,107,3.72,2.69,6.41
2006,108,2.08,1.07,3.15
2006,109,0.72,0.58,1.3
2006,110,0,0,0
2007,0,71797,75711,147508
2007,1,69947,73962,143909
2007,2,70335,74279,144614
2007,3,70998,74384,145382
2007,4,68637,71659,140296
2007,5,66746,70368,137114
2007,6,66647,70358,137005
2007,7,64614,68072,132686
2007,8,64277,67475,131752
2007,9,62017,65194,127211
2007,10,60779,63962,124741
2007,11,58938,61970,120908
2007,12,58779,61716,120495
2007,13,58218,61658,119876
2007,14,57942,60991,118933
2007,15,57452,60225,117677
2007,16,56826,59651,116477
2007,17,56532,59370,115902
2007,18,56096,59006,115102
2007,19,56294,58158,114452
2007,20,56625,58784,115409
2007,21,56379,58650,115029
2007,22,56367,58372,114739
2007,23,56666,58555,115221
2007,24,55875,56677,112552
2007,25,54917,55674,110591
2007,26,55387,55667,111054
2007,27,54891,55576,110467
2007,28,53694,53253,106947
2007,29,54568,54655,109223
2007,30,56220,56183,112403
2007,31,55236,54794,110030
2007,32,53084,53482,106566
2007,33,51857,51271,103128
2007,34,50678,50082,100760
2007,35,50786,49891,100677
2007,36,48434,47991,96425
2007,37,45914,45451,91365
2007,38,44133,43637,87770
2007,39,41275,40757,82032
2007,40,42409,41447,83856
2007,41,41687,41142,82829
2007,42,41066,40420,81486
2007,43,39939,38895,78834
2007,44,40379,38533,78912
2007,45,40216,38180,78396
2007,46,41656,39431,81087
2007,47,40292,38151,78443
2007,48,39846,37648,77494
2007,49,39372,37006,76378
2007,50,39102,36729,75831
2007,51,39795,37097,76892
2007,52,38513,35935,74448
2007,53,39180,36284,75464
2007,54,39257,36696,75953
2007,55,39117,36269,75386
2007,56,38457,35722,74179
2007,57,34774,31968,66742
2007,58,34580,31800,66380
2007,59,37918,34217,72135
2007,60,34170,31224,65394
2007,61,27102,24992,52094
2007,62,22926,21329,44255
2007,63,20328,18385,38713
2007,64,19737,17261,36998
2007,65,20804,18259,39063
2007,66,21871,18605,40476
2007,67,21796,18743,40539
2007,68,23190,19260,42450
2007,69,23538,19406,42944
2007,70,21528,17767,39295
2007,71,20044,16521,36565
2007,72,18888,15282,34170
2007,73,17752,13994,31746
2007,74,18837,14298,33135
2007,75,16402,12864,29266
2007,76,18015,13597,31612
2007,77,16371,11776,28147
2007,78,16496,11443,27939
2007,79,14972,10292,25264
2007,80,15295.78,10101.35,25397.13
2007,81,15099.25,9479.36,24578.61
2007,82,14269.71,8730.04,22999.75
2007,83,12965.2,7905.06,20870.26
2007,84,10980.09,7122.06,18102.15
2007,85,8837.93,6201.19,15039.12
2007,86,7595.32,5298.19,12893.51
2007,87,6285.8,4165.34,10451.14
2007,88,4770.18,3080.05,7850.23
2007,89,3828.11,2413.65,6241.76
2007,90,3294.3,1965.87,5260.17
2007,91,3163.89,1770.15,4934.04
2007,92,2763.77,1491.52,4255.29
2007,93,2101.26,1145.65,3246.91
2007,94,1558.39,873.07,2431.46
2007,95,1089.94,654.23,1744.17
2007,96,810.92,483.34,1294.26
2007,97,608.38,331.15,939.53
2007,98,412.01,226.24,638.25
2007,99,261.01,154.74,415.75
2007,100,166.71,100.32,267.03
2007,101,112.94,64.43,177.37
2007,102,68.04,40.6,108.64
2007,103,42.24,24.98,67.22
2007,104,23.46,13.95,37.41
2007,105,11.87,7.68,19.55
2007,106,7.84,4.69,12.53
2007,107,3.85,2.2,6.05
2007,108,1.23,0.91,2.14
2007,109,0.66,0,0.66
2007,110,0,0,0
2008,0,73539,77478,151017
2008,1,72226,76140,148366
2008,2,70139,74146,144285
2008,3,70500,74434,144934
2008,4,71109,74515,145624
2008,5,68740,71773,140513
2008,6,66844,70435,137279
2008,7,66742,70432,137174
2008,8,64669,68107,132776
2008,9,64342,67553,131895
2008,10,62101,65272,127373
2008,11,60898,64056,124954
2008,12,58971,62016,120987
2008,13,58875,61773,120648
2008,14,58339,61733,120072
2008,15,58042,61044,119086
2008,16,57603,60343,117946
2008,17,56974,59768,116742
2008,18,56953,59672,116625
2008,19,56392,59109,115501
2008,20,56500,58176,114676
2008,21,56719,58844,115563
2008,22,56535,58489,115024
2008,23,56685,58268,114953
2008,24,56892,58632,115524
2008,25,56160,56731,112891
2008,26,55115,55699,110814
2008,27,55616,55656,111272
2008,28,55017,55573,110590
2008,29,53796,53244,107040
2008,30,54685,54632,109317
2008,31,56300,56170,112470
2008,32,55352,54795,110147
2008,33,53183,53491,106674
2008,34,51949,51269,103218
2008,35,50718,50067,100785
2008,36,50901,49870,100771
2008,37,48522,47979,96501
2008,38,46049,45479,91528
